segmentnr	original	folio	stemmed
BO_K12_D0521=D0981_H0561:324b-0	@324b rgya gar skad du /	324b	rgya gar skad du 
BO_K12_D0521=D0981_H0561:324b-1	a'arya pra t'i tya sa mutp'a da hri da ya n'a ma /	324b	aarya pra t tya sa mutpa da hri da ya na ma 
BO_K12_D0521=D0981_H0561:324b-2	bod skad du /	324b	bod skad du 
BO_K12_D0521=D0981_H0561:324b-3	'phags pa rten cing 'brel par 'byung ba'i snying po zhes bya ba /	324b	phag ba rten cing brel ba byung ba snying po zhes byed ba 
BO_K12_D0521=D0981_H0561:324b-4	sangs rgyas bcom ldan 'das la phyag 'tshal lo //	324b	sangs rgya joms ldan da la phyag tshal lo 
BO_K12_D0521=D0981_H0561:324b-5	chos gang rgyus 'byung de dag gi /	324b	chos gang rgyus byung de dag gi 
BO_K12_D0521=D0981_H0561:324b-6	rgyu dang de 'gog gang yin pa //	324b	rgyu dang de gog gang yin ba 
BO_K12_D0521=D0981_H0561:324b-7	de bzhin gshegs pas bka' stsal te //	324b	de bzhin gshegs ba bka stsal te 
BO_K12_D0521=D0981_H0561:325a-0	dge sbyong chen po 'di skad gsungs @325a *//	325a	dge sbyong chen po di skad gsungs 
BO_K12_D0521=D0981_H0561:325a-1	ye dharm'a he tu pra bha b'a he tunte sh'anta th'a ga to hya ba dat /	325a	ye dharma he tu pra bha ba he tunte shanta tha ga to hya ba dat 
BO_K12_D0521=D0981_H0561:325a-2	te sh'anytsa yo ni ro dha ae bam b'a d'i ma h'a shra ma na:/	325a	te shanytsa yo ni ro dha ae bam ba d ma ha shra ma 
BO_K12_D0521=D0981_H0561:325a-3	snying po 'di lan gcig brjod pas sdig pa thams cad byang bar 'gyur ro; ;mi mthun pa'i phyogs thams cad zhi zhing zlog par 'gyur ro //	325a	snying po di lan gcig rjod ba sdig ba thams cad byang ba gyur ro; ;mi mthun ba phyogs thams cad zhi zhing zlog ba gyur ro 
BO_K12_D0521=D0981_H0561:325a-4	dngos po gang la dmigs te brjod na /	325a	dngos po gang la dmigs te rjod na 
BO_K12_D0521=D0981_H0561:325a-5	sangs rgyas kyi sku'am /	325a	sangs rgya kyi sku 
BO_K12_D0521=D0981_H0561:325a-6	mchod rten du byas par 'gyur /	325a	mchod rten du byed ba gyur 
BO_K12_D0521=D0981_H0561:325a-7	mchod pa gang la dmigs te brjod na /	325a	mchod ba gang la dmigs te rjod na 
BO_K12_D0521=D0981_H0561:325a-8	'jig rten gyi khams gang ba tsam phul bar 'gyur ro //	325a	jig rten gyi khams gang ba tsam bul ba gyur ro 
BO_K12_D0521=D0981_H0561:325a-9	rten cing 'brel par 'byung ba'i snying bo rdzogs so ////	325a	rten cing brel ba byung ba snying bo rdzogs so 
