segmentnr	original	folio	stemmed
BO_K12_D0576=D0932_H0747:135b-0	@135b rgya gar skad du /	135b	rgya gar skad du 
BO_K12_D0576=D0932_H0747:135b-1	a'arya pradzny'a p'a ra mi ta sha ta sa ha sra dh'a ra ni /	135b	aarya pradznya pa ra mi ta sha ta sa ha sra dha ra ni 
BO_K12_D0576=D0932_H0747:135b-2	bod skad du /	135b	bod skad du 
BO_K12_D0576=D0932_H0747:135b-3	'phags pa shes rab kyi pha rol tu phyin pa stong phrag brgya pa'i gzungs /	135b	phag ba shes rab kyi pha rol tu phyin ba stong phrag brgya ba gzungs 
BO_K12_D0576=D0932_H0747:135b-4	bcom ldan 'das ma yum shes rab kyi pha rol tu phyin pa la phyag 'tshal lo //	135b	joms ldan da ma yum shes rab kyi pha rol tu phyin ba la phyag tshal lo 
BO_K12_D0576=D0932_H0747:135b-5	tadya th'a / aom mu ni dharme /	135b	tadya tha aom mu ni dharme 
BO_K12_D0576=D0932_H0747:135b-6	sam gra ha dharme /	135b	sam gra ha dharme 
BO_K12_D0576=D0932_H0747:135b-7	aa nu gra ha dharme /	135b	aa nu gra ha dharme 
BO_K12_D0576=D0932_H0747:135b-8	bi mukti dharme /	135b	bi mukti dharme 
BO_K12_D0576=D0932_H0747:135b-9	s'a ra aa nu gra ha dharme /	135b	sa ra aa nu gra ha dharme 
BO_K12_D0576=D0932_H0747:136a-0	bee shra @136a *//	136a	bee shra 
BO_K12_D0576=D0932_H0747:136a-1	na pa ri brta na dharme /	136a	na ba ri rtas na dharme 
BO_K12_D0576=D0932_H0747:136a-2	sarba k'arya pa ri pra ma na dharme /	136a	sarba karya ba ri pra ma na dharme 
BO_K12_D0576=D0932_H0747:136a-3	sa manta aa nu pa ri brta na dharme sv'ah'a /	136a	sa manta aa nu ba ri rtas na dharme svaha 
BO_K12_D0576=D0932_H0747:136a-4	aom pra dzny'e shru ti smri ti ma ti bi dza ye sv'ah'a /	136a	aom pra dznye shru ti smri ti ma ti bi dza ye svaha 
BO_K12_D0576=D0932_H0747:136a-5	dh'i: dh'a ra ni sv'ah'a; aom pradzny'a p'a ra mi t'a pa la sv'ah'a /	136a	dh: dha ra ni svaha; aom pradznya pa ra mi ta ba la svaha 
BO_K12_D0576=D0932_H0747:136a-6	'di bzung bas shes rab kyi pha rol tu phyin pa stong phrag brgya pa gzung bar 'gyur ro //	136a	di bzung ba shes rab kyi pha rol tu phyin ba stong phrag brgya ba gzung ba gyur ro 
BO_K12_D0576=D0932_H0747:136a-7	rtag tu bzlas brjod byas na yid gzhungs par 'gyur ro //	136a	rtag tu bzlas rjod byed na yid gzhungs ba gyur ro 
BO_K12_D0576=D0932_H0747:136a-8	las kyi sgrib pa thams cad byang bar 'gyur ro //	136a	las kyi sgrib ba thams cad byang ba gyur ro 
BO_K12_D0576=D0932_H0747:136a-9	shes rab kyi pha rol tu phyin pa stong phrag brgya pa'i gzungs rdzogs so ////	136a	shes rab kyi pha rol tu phyin ba stong phrag brgya ba gzungs rdzogs so 
