segmentnr	original	folio	stemmed
BO_K01_D0001-3_H0001-3:241b-6	dge 'dun gyis bdag dge slong 'char ka la dge 'dun lhag ma'i ltung ba ltung ba bar ma dang 'dra ba yang bzlas te byung ba bcabs pa la yang gzhi nas bslang ba stsal te /	241b	dge dun gyis bdag dge slong char ka la dge dun lhag ma ltung ba ltung ba ba ma dang dra ba yang bzlas te byung ba chab ba la yang gzhi nas bslang ba stsal te 
BO_K01_D0001-3_H0001-3:241b-7	bdag dge slong 'char kas ched du bsam ste khu ba phyung ba las gyur pa'i dge 'dun lhag ma'i ltung ba zla ba phyed bcabs pa'i spo ba spyad lags /	241b	bdag dge slong char kas ched du bsam ste khu ba byin ba las gyur ba dge dun lhag ma ltung ba zla ba phyed chab ba spo ba spyod lags 
BO_K01_D0001-3_H0001-3:241b-8	ltung ba bar ma ltung ba snga ma dang 'dra ba byung ba bcabs pa'i gzhi nas spo ba spyad lags /	241b	ltung ba ba ma ltung ba snga ma dang dra ba byung ba chab ba gzhi nas spo ba spyod lags 
BO_K01_D0001-3_H0001-3:242a-0	ltung ba bar ma dang 'dra ba yang bzlas pa'i ltung ba byung ba'i gzhi nas bslang ba spyad @242a *//	242a	ltung ba ba ma dang dra ba yang bzlas ba ltung ba byung ba gzhi nas bslang ba spyod 
BO_K01_D0001-3_H0001-3:242a-1	lags na / zhag drug gi mgu bar bgyi ba gsol te /	242a	lags na zhag drug gi mgu ba bgyid ba gsol te 
BO_K01_D0001-3_H0001-3:242a-2	dge 'dun gyis bdag dge slong 'char ka la ched du bsam ste khu ba phyung ba las gyur pa'i dge 'dun lhag ma'i ltung ba zla ba phyed bcabs pa'i spo ba spyad lags /	242a	dge dun gyis bdag dge slong char ka la ched du bsam ste khu ba byin ba las gyur ba dge dun lhag ma ltung ba zla ba phyed chab ba spo ba spyod lags 
BO_K01_D0001-3_H0001-3:242a-3	ltung ba bar ma ltung ba snga ma dang 'dra ba byung ba bcabs pa'i gzhi nas spo ba spyad lags /	242a	ltung ba ba ma ltung ba snga ma dang dra ba byung ba chab ba gzhi nas spo ba spyod lags 
BO_K01_D0001-3_H0001-3:242a-4	ltung ba bar ma dang 'dra ba yang bzlas pa'i ltung ba byung ba'i gzhi nas bslang ba'i spo ba spyad lags pa la zhag drug gi mgu bar bgyi ba stsal te /	242a	ltung ba ba ma dang dra ba yang bzlas ba ltung ba byung ba gzhi nas bslang ba spo ba spyod lags ba la zhag drug gi mgu ba bgyid ba stsal te 
BO_K01_D0001-3_H0001-3:242a-5	bdag dge slong 'char kas ched du bsam ste khu ba phyung ba las gyur pa'i dge 'dun lhag ma'i ltung ba zla ba phyed bcabs pa'i spo ba spyad lags /	242a	bdag dge slong char kas ched du bsam ste khu ba byin ba las gyur ba dge dun lhag ma ltung ba zla ba phyed chab ba spo ba spyod lags 
BO_K01_D0001-3_H0001-3:242a-6	ltung ba bar ma ltung ba snga ma dang 'dra ba byung ba bcabs pa'i gzhi nas spo ba spyad lags /	242a	ltung ba ba ma ltung ba snga ma dang dra ba byung ba chab ba gzhi nas spo ba spyod lags 
BO_K01_D0001-3_H0001-3:242a-7	ltung ba bar ma dang 'dra ba yang bzlas pa'i ltung ba byung ba'i gzhi nas bslang ba'i spo ba spyad lags /	242a	ltung ba ba ma dang dra ba yang bzlas ba ltung ba byung ba gzhi nas bslang ba spo ba spyod lags 
BO_K01_D0001-3_H0001-3:242a-8	zhag drug gi mgu bar bgyi ba spyad lags te /	242a	zhag drug gi mgu ba bgyid ba spyod lags te 
BO_K01_D0001-3_H0001-3:242a-9	dge 'dun las dbyung ba gsol na /	242a	dge dun las byin ba gsol na 
BO_K01_D0001-3_H0001-3:242a-10	dge 'dun btsun pa thugs brtse ba can thugs brtse ba nye bar bzung ste /	242a	dge dun btsun ba thugs brtse ba can thugs brtse ba nye ba bzung ste 
BO_K01_D0001-3_H0001-3:242a-11	bdag dge slong 'char ka ched du bsam ste khu ba phyung ba las gyur pa'i dge 'dun lhag ma'i ltung ba zla ba phyed bcabs pa'i spo ba spyad lags /	242a	bdag dge slong char ka ched du bsam ste khu ba byin ba las gyur ba dge dun lhag ma ltung ba zla ba phyed chab ba spo ba spyod lags 
BO_K01_D0001-3_H0001-3:242a-12	ltung ba bar ma ltung ba snga ma dang 'dra ba byung ba bcabs pa'i gzhi nas spo ba spyad lags /	242a	ltung ba ba ma ltung ba snga ma dang dra ba byung ba chab ba gzhi nas spo ba spyod lags 
