segmentnr	original	folio	stemmed
BO_K12_D0797=D1053_H0740:134b-0	@134b 'phags pa bdud thams cad skrag par byed pa zhes bya ba /	134b	phag ba bdud thams cad skrag ba byed ba zhes byed ba 
BO_K12_D0797=D1053_H0740:134b-1	bcom ldan 'das sh'akya thub pa la phyag 'tshal lo //	134b	joms ldan da shakya thub ba la phyag tshal lo 
BO_K12_D0797=D1053_H0740:134b-2	aom sarba ta th'a ga ta ma ni sha ta d'ipti /	134b	aom sarba ta tha ga ta ma ni sha ta dpti 
BO_K12_D0797=D1053_H0740:134b-3	dzva la dzva la /	134b	dzva la dzva la 
BO_K12_D0797=D1053_H0740:134b-4	dharma dh'a tu garbhe ma ni ma h'a ma ni /	134b	dharma dha tu garbhe ma ni ma ha ma ni 
BO_K12_D0797=D1053_H0740:134b-5	hri da ya ma ni sv'a h'a /	134b	hri da ya ma ni sva ha 
BO_K12_D0797=D1053_H0740:134b-6	sngags 'di brjod pas dkar po'i phyogs kyi lha rnams dga' zhing srung ngo //	134b	sngags di rjod ba dkar po phyogs kyi lha rnams dga zhing srung ngo 
BO_K12_D0797=D1053_H0740:134b-7	nag po'i bdud thams cad dngang zhing brgyal lo //	134b	nag po bdud thams cad dngang zhing brgyal lo 
BO_K12_D0797=D1053_H0740:134b-8	dregs pa ma rungs pa rnams skrag pa dang / brgyal lo //	134b	dregs ba ma rungs ba rnams skrag ba dang brgyal lo 
BO_K12_D0797=D1053_H0740:134b-9	bdud skrag par byed ba'i gzungs rdzogs so ////	134b	bdud skrag ba byed ba gzungs rdzogs so 
