segmentnr	original	folio	stemmed
BO_K01_D0007B-2_H0008-2:310a-2	dge 'dun 'byed la log par nges pa yang yod /	310a	dge dun byed la log ba nges ba yang yod 
BO_K01_D0007B-2_H0008-2:310a-3	dge 'dun yang mi 'byed la log par ma nges pa yang yod do //	310a	dge dun yang mi byed la log ba ma nges ba yang yod do 
BO_K01_D0007B-2_H0008-2:310a-4	dge 'dun 'byed la log par ma nges pa gang zhe na /	310a	dge dun byed la log ba ma nges ba gang zhe na 
BO_K01_D0007B-2_H0008-2:310a-5	gang gis chos bzhin du 'du shes pas dge 'dun phye bar gyur pa de ni /	310a	gang gis chos bzhin du du shes ba dge dun byed ba gyur ba de ni 
BO_K01_D0007B-2_H0008-2:310a-6	dge 'dun 'byed par bgyid la log par ma nges pa'o //	310a	dge dun byed ba bgyid la log ba ma nges ba 
BO_K01_D0007B-2_H0008-2:310a-7	log par nges la dge 'dun mi 'byed pa gang zhe na /	310a	log ba nges la dge dun mi byed ba gang zhe na 
BO_K01_D0007B-2_H0008-2:310a-8	pha bsad pa dang / ma bsad pa dang / dgra bcom pa bsad pa dang / de bzhin gshegs pa la ngan sems kyis khrag phyung ba de dag ni /	310a	pha bsad ba dang ma bsad ba dang dgra joms ba bsad ba dang de bzhin gshegs ba la ngan sems kyis khrag byin ba de dag ni 
BO_K01_D0007B-2_H0008-2:310a-9	log par nges la dge 'dun gyi dbyen mi byed pa'o //	310a	log ba nges la dge dun gyi dbyen mi byed ba 
BO_K01_D0007B-2_H0008-2:310a-10	dge 'dun gyi dbyen yang byas la la log par yang nges pa gang zhe na /	310a	dge dun gyi dbyen yang byed la la log ba yang nges ba gang zhe na 
BO_K01_D0007B-2_H0008-2:310a-11	lhas sbyin yin te /	310a	lhas sbyin yin te 
BO_K01_D0007B-2_H0008-2:310a-12	dge 'dun yang phye la log par yang nges pa'o //	310a	dge dun yang byed la log ba yang nges ba 
BO_K01_D0007B-2_H0008-2:310a-13	dge 'dun phye ba yang ma yin la log par ma nges pa gang zhe na /	310a	dge dun byed ba yang ma yin la log ba ma nges ba gang zhe na 
BO_K01_D0007B-2_H0008-2:310a-14	de rnams ma gtogs pa'o //	310a	de rnams ma gtogs ba 
BO_K01_D0007B-2_H0008-2:310a-15	gang dge 'dun gyi dbyen byed pa de thams cad mi mkhas pa lags la /	310a	gang dge dun gyi dbyen byed ba de thams cad mi mkhas ba lags la 
BO_K01_D0007B-2_H0008-2:310a-16	mi mkhas par smra ba'ang lags sam /	310a	mi mkhas ba smra ba lags sam 
BO_K01_D0007B-2_H0008-2:310a-17	mi mkhas la mi mkhas par smra ba de thams cad dge 'dun gyi dbyen bgyid pa lags sam /	310a	mi mkhas la mi mkhas ba smra ba de thams cad dge dun gyi dbyen bgyid ba lags sam 
BO_K01_D0007B-2_H0008-2:310a-18	gsungs pa / dge 'dun gyi dbyen byed la /	310a	gsungs ba dge dun gyi dbyen byed la 
BO_K01_D0007B-2_H0008-2:310a-19	mi mkhas pa ma yin la mi mkhas par smra ba ma yin pa yang yod /	310a	mi mkhas ba ma yin la mi mkhas ba smra ba ma yin ba yang yod 
BO_K01_D0007B-2_H0008-2:310a-20	mi mkhas la mi mkhas par smra zhing /	310a	mi mkhas la mi mkhas ba smra zhing 
BO_K01_D0007B-2_H0008-2:310a-21	dge 'dun gyi dbyen du mi 'gyur ba yang yod; dge 'dun gyi dbyen yang byas shing mi mkhas la mi mkhas par smra ba yang yod /	310a	dge dun gyi dbyen du mi gyur ba yang yod; dge dun gyi dbyen yang byed shing mi mkhas la mi mkhas ba smra ba yang yod 
BO_K01_D0007B-2_H0008-2:310a-22	dge 'dun gyi dbyen yang ma byas la /	310a	dge dun gyi dbyen yang ma byed la 
BO_K01_D0007B-2_H0008-2:310b-0	mi mkhas pa yang ma yin la mi mkhas par smra ba ma yin pa'ang yod @310b do; ;dge 'dun gyi dbyen byas la /	310b	mi mkhas ba yang ma yin la mi mkhas ba smra ba ma yin ba yod do; ;dge dun gyi dbyen byed la 
BO_K01_D0007B-2_H0008-2:310b-1	mi mkhas pa yang ma yin mi mkhas par smra ba yang ma yin pa gang zhe na /	310b	mi mkhas ba yang ma yin mi mkhas ba smra ba yang ma yin ba gang zhe na 
BO_K01_D0007B-2_H0008-2:310b-2	gang gis chos bzhin du 'du shes pas /	310b	gang gis chos bzhin du du shes ba 
BO_K01_D0007B-2_H0008-2:310b-3	dge 'dun gyi dbyen byas par gyur na /	310b	dge dun gyi dbyen byed ba gyur na 
BO_K01_D0007B-2_H0008-2:310b-4	de lta bu ni /	310b	de lta bu ni 
BO_K01_D0007B-2_H0008-2:310b-5	dge 'dun gyi dbyen byas la /	310b	dge dun gyi dbyen byed la 
BO_K01_D0007B-2_H0008-2:310b-6	mi mkhas pa yang ma yin mi mkhas par smra ba yang ma yin pa'o //	310b	mi mkhas ba yang ma yin mi mkhas ba smra ba yang ma yin ba 
BO_K01_D0007B-2_H0008-2:310b-7	mi mkhas la mi mkhas par smra yang dge 'dun gyi dbyen du mi 'gyur ba gang zhe na /	310b	mi mkhas la mi mkhas ba smra yang dge dun gyi dbyen du mi gyur ba gang zhe na 
BO_K01_D0007B-2_H0008-2:310b-8	ston pa drug por yi dam bcas pa ste /	310b	ston ba drug por yi dam cha ba ste 
BO_K01_D0007B-2_H0008-2:310b-9	de ni / mi mkhas la mi mkhas par smras kyang /	310b	de ni mi mkhas la mi mkhas ba smras kyang 
BO_K01_D0007B-2_H0008-2:310b-10	dge 'dun gyi dbyen du mi 'gyur ba'o //	310b	dge dun gyi dbyen du mi gyur ba 
BO_K01_D0007B-2_H0008-2:310b-11	dge 'dun gyi dbyen yang byas la /	310b	dge dun gyi dbyen yang byed la 
BO_K01_D0007B-2_H0008-2:310b-12	mi mkhas la mi mkhas par smra ba gang zhe na /	310b	mi mkhas la mi mkhas ba smra ba gang zhe na 
BO_K01_D0007B-2_H0008-2:310b-13	lhas sbyin yin te; de ni /	310b	lhas sbyin yin te; de ni 
BO_K01_D0007B-2_H0008-2:310b-14	dge 'dun gyi dbyen yang byas la /	310b	dge dun gyi dbyen yang byed la 
BO_K01_D0007B-2_H0008-2:310b-15	mi mkhas la mi mkhas par smra ba'o //	310b	mi mkhas la mi mkhas ba smra ba 
BO_K01_D0007B-2_H0008-2:310b-16	dge 'dun gyi dbyen yang ma byas la /	310b	dge dun gyi dbyen yang ma byed la 
BO_K01_D0007B-2_H0008-2:310b-17	mi mkhas pa yang ma yin mi mkhas par smra ba yang ma yin pa gang zhe na /	310b	mi mkhas ba yang ma yin mi mkhas ba smra ba yang ma yin ba gang zhe na 
BO_K01_D0007B-2_H0008-2:310b-18	de rnams ma gtogs pa'o //	310b	de rnams ma gtogs ba 
BO_K01_D0007B-2_H0008-2:310b-19	btsun pa / dge slong gis dge slong gi dge 'dun gyi dbyen du 'gyur ram /	310b	btsun ba dge slong gis dge slong gi dge dun gyi dbyen du gyur ram 
BO_K01_D0007B-2_H0008-2:310b-20	'on te dge slong ma'am /	310b	n te dge slong ma 
BO_K01_D0007B-2_H0008-2:310b-21	dge slob ma'am /	310b	dge slob ma 
BO_K01_D0007B-2_H0008-2:310b-22	dge tshul pha'am /	310b	dge tshul pha 
BO_K01_D0007B-2_H0008-2:310b-23	dge tshul mas dge 'dun gyi dbyen du 'gyur /	310b	dge tshul mas dge dun gyi dbyen du gyur 
BO_K01_D0007B-2_H0008-2:310b-24	bcom ldan 'das kyis bka' stsal pa /	310b	joms ldan da kyis bka stsal ba 
BO_K01_D0007B-2_H0008-2:310b-25	dge slong gis dge 'dun gyi dbyen du 'gyur gyi /	310b	dge slong gis dge dun gyi dbyen du gyur gyi 
BO_K01_D0007B-2_H0008-2:310b-26	dge slong ma'am /	310b	dge slong ma 
BO_K01_D0007B-2_H0008-2:310b-27	dge slob ma'am /	310b	dge slob ma 
BO_K01_D0007B-2_H0008-2:310b-28	dge tshul pha'am /	310b	dge tshul pha 
