segmentnr	original	folio	stemmed
BO_K12_D0698=D0908_H0674:47a-0	@47a bod skad du /	47a	bod skad du 
BO_K12_D0698=D0908_H0674:47b-0	snying rje mi bshol ba zhes bya @47b pa'i gzungs /	47b	snying rje mi bshol ba zhes byed ba gzungs 
BO_K12_D0698=D0908_H0674:47b-1	dkon mchog gsum la phyag 'tshal lo //	47b	dkon(d) mchog gsum la phyag tshal lo 
BO_K12_D0698=D0908_H0674:47b-2	rdzogs pa'i sangs rgyas bye ba phrag bdun la phyag 'tshal lo //	47b	rdzogs ba sangs rgya bye ba phrag bdun la phyag tshal lo 
BO_K12_D0698=D0908_H0674:47b-3	byang chub sems dpa' sems dpa' chen po 'phags pa spyan ras gzigs dbang phyug thugs rje chen po mnga' ba /	47b	byang chub sems dpa sems dpa chen po phag ba spyan ras gzigs dbang phyug thugs rje chen po mnga ba 
BO_K12_D0698=D0908_H0674:47b-4	gnod pa thams cad las thar bar mdzad pa /	47b	gnod ba thams cad las thar ba mdzad ba 
BO_K12_D0698=D0908_H0674:47b-5	nad thams cad rab tu zhi bar mdzad pa /	47b	nad thams cad rab tu zhi ba mdzad ba 
BO_K12_D0698=D0908_H0674:47b-6	'byung po thams cad nges par zlog pa /	47b	byung po thams cad nges ba zlog ba 
BO_K12_D0698=D0908_H0674:47b-7	sems can mi khom pa brgyad du ltung ba rnams yang dag par sgrol ba la phyag 'tshal lo //	47b	sems can mi khom ba brgyad du ltung ba rnams yang dag ba sgrol ba la phyag tshal lo 
BO_K12_D0698=D0908_H0674:47b-8	de la phyag 'tshal nas 'phags pa spyan ras gzigs dbang phyug gis bshad pa'i gzungs /	47b	de la phyag tshal nas phag ba spyan ras gzigs dbang phyug gis chad ba gzungs 
BO_K12_D0698=D0908_H0674:47b-9	thugs rje chen po mi bshol ba zhes bya ba 'di brjod kyi /	47b	thugs rje chen po mi bshol ba zhes byed ba di rjod kyi 
BO_K12_D0698=D0908_H0674:47b-10	thugs rje chen po mnga' ba bdag la dgongs su gsol /	47b	thugs rje chen po mnga ba bdag la dgongs su gsol 
BO_K12_D0698=D0908_H0674:47b-11	'di lta ste /	47b	di lta ste 
BO_K12_D0698=D0908_H0674:47b-12	aom dza ta dza ta /	47b	aom dza ta dza ta 
BO_K12_D0698=D0908_H0674:47b-13	dzi ti dzi ti /	47b	dzi ti dzi ti 
BO_K12_D0698=D0908_H0674:47b-14	dzu tu dzu tu /	47b	dzu tu dzu tu 
BO_K12_D0698=D0908_H0674:47b-15	ta ra ta ra /	47b	ta ra ta ra 
BO_K12_D0698=D0908_H0674:47b-16	ti ri ti ri /	47b	ti ri ti ri 
BO_K12_D0698=D0908_H0674:47b-17	tu ru tu ru /	47b	tu ru tu ru 
BO_K12_D0698=D0908_H0674:47b-18	ka la ka la /	47b	ka la ka la 
BO_K12_D0698=D0908_H0674:47b-19	ki li ki li /	47b	ki li ki li 
BO_K12_D0698=D0908_H0674:47b-20	ku lu ku lu /	47b	ku lu ku lu 
BO_K12_D0698=D0908_H0674:47b-21	thugs rje chen po mnga' ba de bzhin gshegs pa rnams kyis 'dus pa rjes su dgongs te gshegs su gsol /	47b	thugs rje chen po mnga ba de bzhin gshegs ba rnams kyis du ba rjes su dgongs te gshegs su gsol 
BO_K12_D0698=D0908_H0674:47b-22	tsa ta tsa ta /	47b	tsa ta tsa ta 
BO_K12_D0698=D0908_H0674:47b-23	tsi ti tsi ti /	47b	tsi ti tsi ti 
BO_K12_D0698=D0908_H0674:47b-24	tsu tu tsu tu /	47b	tsu tu tsu tu 
BO_K12_D0698=D0908_H0674:47b-25	byang chub sems dpa' thams cad kyi smon lam gyi sprin du rjes su dgongs te thugs rje chen po mnga' ba myur du gshegs su gsol /	47b	byang chub sems dpa thams cad kyi smon lam gyi sprin du rjes su dgongs te thugs rje chen po mnga ba myur du gshegs su gsol 
BO_K12_D0698=D0908_H0674:47b-26	ra la ra la /	47b	ra la ra la 
BO_K12_D0698=D0908_H0674:47b-27	ri li ri li /	47b	ri li ri li 
BO_K12_D0698=D0908_H0674:48a-0	@48a *// ru lu ru lu /	48a	ru lu ru lu 
BO_K12_D0698=D0908_H0674:48a-1	bsam gtan dang / rnam par thar pa dang / ting nge 'dzin dang / snyoms par 'jug pa'i gzhi la bzhengs su gsol /	48a	bsam gtan dang rnam ba thar ba dang ting nge dzin dang snyom ba jug ba gzhi la bzhengs su gsol 
BO_K12_D0698=D0908_H0674:48a-2	tsa la tsa la; tsi li tsi li /	48a	tsa la tsa la; tsi li tsi li 
BO_K12_D0698=D0908_H0674:48a-3	tsu lu tsu lu /	48a	tsu lu tsu lu 
BO_K12_D0698=D0908_H0674:48a-4	bo dhi bo dhi /	48a	bo dhi bo dhi 
BO_K12_D0698=D0908_H0674:48a-5	ae hi ae hi /	48a	ae hi ae hi 
BO_K12_D0698=D0908_H0674:48a-6	buddha buddha / sangs rgyas kyi bden pa dang / chos kyi bden pa dang / dge 'dun gyi bden pas bzhengs su gsol /	48a	buddha buddha sangs rgya kyi bden ba dang chos kyi bden ba dang dge dun gyi bden ba bzhengs su gsol 
BO_K12_D0698=D0908_H0674:48a-7	bzhengs su gsol /	48a	bzhengs su gsol 
BO_K12_D0698=D0908_H0674:48a-8	byams pa chen pos 'byung po thams cad zlog tu gsol /	48a	byams ba chen pos byung po thams cad zlog tu gsol 
BO_K12_D0698=D0908_H0674:48a-9	thugs rje chen po'i sprin gyis bdag gi nad thams cad rab tu zhi bar mdzad du gsol /	48a	thugs rje chen po sprin gyis bdag gi nad thams cad rab tu zhi ba mdzad du gsol 
BO_K12_D0698=D0908_H0674:48a-10	dhu na dhu na /	48a	dhu na dhu na 
BO_K12_D0698=D0908_H0674:48a-11	bi dhu na bi dhu na /	48a	bi dhu na bi dhu na 
BO_K12_D0698=D0908_H0674:48a-12	ma tha ma tha /	48a	ma tha ma tha 
