segmentnr	original	folio	stemmed
BO_K02_D0008-2_H0009-2:116b-14	mchen  ma la spyod do //	116b	mchen ma la spyod do 
BO_K02_D0008-2_H0009-2:116b-15	bcom ldan 'das /	116b	joms ldan da 
BO_K02_D0008-2_H0009-2:117a-0	gal te byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin @117a *//	117a	gal te byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin 
BO_K02_D0008-2_H0009-2:117a-1	pa la spyod pa'i tshe thabs mi mkhas pas ma rig pa dben zhes bgyi bar spyod na /	117a	ba la spyod ba tshe thabs mi mkhas ba ma rig ba dben zhes bgyid ba spyod na 
BO_K02_D0008-2_H0009-2:117a-2	mtshan ma la spyod do //	117a	mtshan ma la spyod do 
BO_K02_D0008-2_H0009-2:117a-3	bcom ldan 'das /	117a	joms ldan da 
BO_K02_D0008-2_H0009-2:117a-4	gal te byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i tshe thabs mi mkhas pas ma rig pa mi dben zhes bgyi bar spyod na /	117a	gal te byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe thabs mi mkhas ba ma rig ba mi dben zhes bgyid ba spyod na 
BO_K02_D0008-2_H0009-2:117a-5	mtshan ma la spyod do //	117a	mtshan ma la spyod do 
BO_K02_D0008-2_H0009-2:117a-6	bcom ldan 'das /	117a	joms ldan da 
BO_K02_D0008-2_H0009-2:117a-7	gal te byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa la spyod pa'i tshe thabs mi mkhas pas 'du byed rtag ces bgyi bar spyod na /	117a	gal te byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba la spyod ba tshe thabs mi mkhas ba du byed rtag ces bgyid ba spyod na 
BO_K02_D0008-2_H0009-2:117a-8	mtshan ma la spyod do //	117a	mtshan ma la spyod do 
BO_K02_D0008-2_H0009-2:117a-9	bcom ldan 'das /	117a	joms ldan da 
BO_K02_D0008-2_H0009-2:117a-10	gal te byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa'i tshe thabs mi mkhas pas 'du byed mi rtag ces bgyi bar spyod na /	117a	gal te byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba tshe thabs mi mkhas ba du byed mi rtag ces bgyid ba spyod na 
BO_K02_D0008-2_H0009-2:117a-11	mtshan ma la spyod do //	117a	mtshan ma la spyod do 
BO_K02_D0008-2_H0009-2:117a-12	bcom ldan 'das /	117a	joms ldan da 
