segmentnr	original	folio	stemmed
BO_K01_D0003-2_H0003-2:234b-12	spyad mi bzod kyang rung /	234b	spyod mi bzod kyang rung 
BO_K01_D0003-2_H0003-2:234b-13	lhung bzed gsar pa gzhan tshol bar byed na /	234b	lhung bzed gsar ba gzhan tshol ba byed na 
BO_K01_D0003-2_H0003-2:234b-14	de tshol ba la yang ltung ba med la /	234b	de tshol ba la yang ltung ba med la 
BO_K01_D0003-2_H0003-2:234b-15	thob na yang ltung ba med do //	234b	thob na yang ltung ba med do 
BO_K01_D0003-2_H0003-2:234b-16	rin gyis len pa dang / brje bas len pa la ltung ba med do //	234b	rin gyis len ba dang rje ba len ba la ltung ba med do 
BO_K01_D0003-2_H0003-2:234b-17	las dang po pa dang / smyos pa dang / sems 'khrugs pa dang / tshor ba dag gis nyen pa la ltung ba med do //	234b	las dang po ba dang smyos ba dang sems khrugs ba dang tshor ba dag gis nyen ba la ltung ba med do 
BO_K01_D0003-2_H0003-2:234b-18	lhung bzed tshol ba'i spang ba ste /	234b	lhung bzed tshol ba spong ba ste 
BO_K01_D0003-2_H0003-2:234b-19	nyi shu gnyis pa rdzogs so ////	234b	nyi shu gnyis ba rdzogs so 
BO_K01_D0003-2_H0003-2:234b-20	sangs rgyas bcom ldan 'das mnyan yod na rgyal byed kyi tshal mgon med zas sbyin gyi kun dga' ra ba na bzhugs so //	234b	sangs rgya joms ldan da nyan yod na rgyal byed kyi tshal mgon med zas sbyin gyi kun dga ra ba na bzhugs so 
BO_K01_D0003-2_H0003-2:234b-21	nye dgas bsam pa /	234b	nye gas bsam ba 
BO_K01_D0003-2_H0003-2:234b-22	'di dag thams cad khyim bdag mgon med zas sbyin gyis bslab pa'i gzhi dag gis bsdams pas /	234b	di dag thams cad khyim bdag mgon med zas sbyin gyis bslab ba gzhi dag gis sdom ba 
BO_K01_D0003-2_H0003-2:234b-23	phyin chad ras yug phran sbom po gcig gi rin yang gang las kyang bslang bar mi nus kyi /	234b	phyin chad ras yug phran sbom po gcig gi rin yang gang las kyang bslang ba mi nus kyi 
BO_K01_D0003-2_H0003-2:234b-24	song ste bltas la /	234b	gro ste lta la 
BO_K01_D0003-2_H0003-2:235a-0	gal te la la las bslang bar nus kyang @235a *//	235a	gal te la la las bslang ba nus kyang 
BO_K01_D0003-2_H0003-2:235a-1	srid do // snyam nas de snga dro sham thabs bgos lhung bzed dang chos gos thogs te mnyan yod du shar sgo nas bsod snyoms la zhugs pa dang / skyed mos tshal zhig na yugs sa mo lnga brgya tsam dog pa 'khal zhing 'khod pa de dag des mthong nas bsam pa /	235a	srid do snyam nas de snga dro sham thabs bgod lhung bzed dang chos gos thogs te nyan yod du char sgo nas bsod snyom la jug ba dang skyed mos tshal jig na yugs sa mo lnga brgya tsam dog ba khal zhing khod ba de dag des mthong nas bsam ba 
BO_K01_D0003-2_H0003-2:235a-2	'di dag ni /	235a	di dag ni 
BO_K01_D0003-2_H0003-2:235a-3	las bdag gir bya ba dang ldan pa dag cig ste /	235a	las bdag gir byed ba dang ldan ba dag cig ste 
BO_K01_D0003-2_H0003-2:235a-4	nyin mtshan du thong gshol dkar po spyod kyang ko sa lar byung ba'i rgyal po gsal rgyal la rgyu dpya 'jal bar mi byed pa dag yin no //	235a	nyin mtshan du thong gshol dkar po spyod kyang ko sa lar byung ba rgyal po gsal rgyal la rgyu dpya jal ba mi byed ba dag yin no 
BO_K01_D0003-2_H0003-2:235a-5	snyam nas des de dag la smras pa /	235a	snyam nas des de dag la smras ba 
BO_K01_D0003-2_H0003-2:235a-6	sring mo dag /	235a	sring mo dag 
BO_K01_D0003-2_H0003-2:235a-7	aa rog kya /	235a	aa rog kya 
BO_K01_D0003-2_H0003-2:235a-8	aa rog kya /	235a	aa rog kya 
BO_K01_D0003-2_H0003-2:235a-9	de dag cang mi smra bas 'khod pa dang des de dag la smras pa /	235a	de dag cang mi smra ba khod ba dang des de dag la smras ba 
BO_K01_D0003-2_H0003-2:235a-10	sring mo dag /	235a	sring mo dag 
BO_K01_D0003-2_H0003-2:235a-11	skye bo mang po mi 'dod pa dang / skye bo mang po mi dga' ba dang / skye bo mang po la mi sdug pa dang / skye bo mang po'i yid du mi 'ong ba 'jig rten thams cad dang thun mong ba /	235a	skye bo mang po mi dod ba dang skye bo mang po mi dga ba dang skye bo mang po la mi sdug ba dang skye bo mang po yid du mi ng ba jig rten thams cad dang thun mong ba 
BO_K01_D0003-2_H0003-2:235a-12	'di lta ste /	235a	di lta ste 
BO_K01_D0003-2_H0003-2:235a-13	'chi ba zhes bya ba'i chos de 'ong bar 'gyur bas khyed cag de'i tshe tshig smrar ni /	235a	chi ba zhes byed ba chos de ng ba gyur ba khyed cag de tshe tshig smrar ni 
BO_K01_D0003-2_H0003-2:235a-14	dang po nyid nas mi nus par 'gyur ro //	235a	dang po nyid nas mi nus ba gyur ro 
BO_K01_D0003-2_H0003-2:235a-15	de na gzhon nu ma bsod nams 'dod pa zhig 'dug pa des stan las langs te nye dga'i stan bting ba dang nye dga' de la 'dug nas /	235a	de na gzhon nu ma bsod nams dod ba jig dug ba des stan las ldang te nye dga stan bting ba dang nye dga de la dug nas 
BO_K01_D0003-2_H0003-2:235a-16	des nye dga'i rkang pa la phyag 'tshal te mdun du 'dug go /	235a	des nye dga rkang ba la phyag tshal te mdun du dug go 
BO_K01_D0003-2_H0003-2:235a-17	nye dgas de dag la smras pa /	235a	nye gas de dag la smras ba 
BO_K01_D0003-2_H0003-2:235a-18	sring mo dag /	235a	sring mo dag 
