segmentnr	original	folio	stemmed
BO_K12_D0620=D1018_H0549:285b-0	@285b rgya gar skad du; a'arya aakshi ro ga pra sha ma ni s'u tra /	285b	rgya gar skad du; aarya aakshi ro ga pra sha ma ni su tra 
BO_K12_D0620=D1018_H0549:285b-1	bod skad du /	285b	bod skad du 
BO_K12_D0620=D1018_H0549:285b-2	'phags pa mig nad rab tu zhi bar byed pa'i mdo /	285b	phag ba mig nad rab tu zhi ba byed ba mdo 
BO_K12_D0620=D1018_H0549:285b-3	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo; ;'di skad bdag gis thos pa dus gcig na /	285b	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo; ;di skad bdag gis thos ba dus gcig na 
BO_K12_D0620=D1018_H0549:285b-4	bcom ldan 'das rgyal po'i khab na bya rgod phung po'i ri la bzhugs te /	285b	joms ldan da rgyal po khab na byed rgod phung po ri la bzhugs te 
BO_K12_D0620=D1018_H0549:286a-0	de nas gnod sbyin gyi sde dpon chen po nag po bcom @286a *//	286a	de nas gnod sbyin gyi sde dpon chen po nag po joms 
BO_K12_D0620=D1018_H0549:286a-1	ldan 'das ga la ba der song ste phyin nas bcom ldan 'das la 'di skad ces gsol to //	286a	ldan da ga la ba der gro ste phyin nas joms ldan da la di skad ces gsol to 
BO_K12_D0620=D1018_H0549:286a-2	bcom ldan 'das /	286a	joms ldan da 
BO_K12_D0620=D1018_H0549:286a-3	rgyal po'i khab kyi grong khyer chen po 'dir mig nad byung na /	286a	rgyal po khab kyi grong khyer chen po dir mig nad byung na 
BO_K12_D0620=D1018_H0549:286a-4	de dag la ji ltar bsgrub par bgyi /	286a	de dag la ji ltar sgrub ba bgyid 
BO_K12_D0620=D1018_H0549:286a-5	bcom ldan 'das kyis bka' stsal pa /	286a	joms ldan da kyis bka stsal ba 
BO_K12_D0620=D1018_H0549:286a-6	nag po / mig nad kyi sngags kyi tshig 'di dag yod de /	286a	nag po mig nad kyi sngags kyi tshig di dag yod de 
BO_K12_D0620=D1018_H0549:286a-7	tadya th'a / ru dhi re phu re /	286a	tadya tha ru dhi re phu re 
BO_K12_D0620=D1018_H0549:286a-8	dhi ra aakshi phu /	286a	dhi ra aakshi phu 
BO_K12_D0620=D1018_H0549:286a-9	ru dha ri pim ga le phu /	286a	ru dha ri pim ga le phu 
BO_K12_D0620=D1018_H0549:286a-10	bha te phu: ba de le phu:/	286a	bha te phu: ba de le 
BO_K12_D0620=D1018_H0549:286a-11	ha na de phu:/	286a	ha na de 
BO_K12_D0620=D1018_H0549:286a-12	m'am sa du dhu bhi phu /	286a	m sa du dhu bhi phu 
BO_K12_D0620=D1018_H0549:286a-13	padma aakshi phu /	286a	padma aakshi phu 
BO_K12_D0620=D1018_H0549:286a-14	padma danda hi ra ni ye phu:sv'ah'a /	286a	padma danda hi ra ni ye phu:svaha 
BO_K12_D0620=D1018_H0549:286a-15	bcom ldan 'das kyis de skad ces bka' stsal nas gnod sbyin gyi sde dpon chen po nag po yi rang ste bcom ldan 'das kyis gsungs ba la mngon par bstod do //	286a	joms ldan da kyis de skad ces bka stsal nas gnod sbyin gyi sde dpon chen po nag po yi rang ste joms ldan da kyis gsungs ba la mngon ba bstod do 
BO_K12_D0620=D1018_H0549:286a-16	cho ga ni /	286a	cho ga ni 
BO_K12_D0620=D1018_H0549:286a-17	'di yin te /	286a	di yin te 
BO_K12_D0620=D1018_H0549:286a-18	srad bu dkar po la lan bdun bzlas pa bya ste mdud pa bdun bor ro //	286a	srad bu dkar po la lan bdun bzlas ba byed ste mdud ba bdun bor ro 
BO_K12_D0620=D1018_H0549:286a-19	chu la lan bdun bzlas pa byas la lag bas byabs na /	286a	chu la lan bdun bzlas ba byed la lag ba byab na 
BO_K12_D0620=D1018_H0549:286a-20	mig nad zhi bar 'gyur ro //	286a	mig nad zhi ba gyur ro 
BO_K12_D0620=D1018_H0549:286a-21	'phags pa mig nad rab tu zhi bar byed pa'i mdo rdzogs so ////	286a	phag ba mig nad rab tu zhi ba byed ba mdo rdzogs so 
