segmentnr	original	folio	stemmed
BO_K12_D0741=D1006_H0686:110a-0	@110a dpal gyi lha mo'i mtshan bcu gnyis pa //	110a	dpal gyi lha mo mtshan chu gnyis ba 
BO_K12_D0741=D1006_H0686:110a-1	dkon mchog gsum la phyag 'tshal lo //	110a	dkon(d) mchog gsum la phyag tshal lo 
BO_K12_D0741=D1006_H0686:110a-2	'phags pa spyan ras gzigs dbang phyug la phyag 'tshal lo //	110a	phag ba spyan ras gzigs dbang phyug la phyag tshal lo 
BO_K12_D0741=D1006_H0686:110a-3	phyag na rdo rje la phyag 'tshal lo //	110a	phyag na rdo rje la phyag tshal lo 
BO_K12_D0741=D1006_H0686:110a-4	dpal lha mo chen mo la phyag 'tshal lo //	110a	dpal lha mo chen mo la phyag tshal lo 
BO_K12_D0741=D1006_H0686:110a-5	'di skad bdag gis thos pa dus gcig na /	110a	di skad bdag gis thos ba dus gcig na 
BO_K12_D0741=D1006_H0686:110a-6	bcom ldan 'das bde ba can gyi 'jig rten na bzhugs te /	110a	joms ldan da bde ba can gyi jig rten na bzhugs te 
BO_K12_D0741=D1006_H0686:110b-0	de nas byang chub sems dpa' sems dpa' chen po spyan ras gzigs dbang phyug bcom ldan 'das ga la ba der song ste phyin nas bcom ldan 'das kyi zhabs gnyis la mgo bos phyag 'tshal te phyogs @110b gcig tu 'dug go //	110b	de nas byang chub sems dpa sems dpa chen po spyan ras gzigs dbang phyug joms ldan da ga la ba der gro ste phyin nas joms ldan da kyi zhabs gnyis la mgo bod phyag tshal te phyogs gcig tu dug go 
BO_K12_D0741=D1006_H0686:110b-1	de nas byang chub sems dpa' sems dpa' chen po dpal lha mo chen mo yang bcom ldan 'das ga la ba der song ste drung du phyin nas bcom ldan 'das kyi zhabs gnyis la mgo bos phyag 'tshal te phyogs gcig tu 'dug go /	110b	de nas byang chub sems dpa sems dpa chen po dpal lha mo chen mo yang joms ldan da ga la ba der gro ste drung du phyin nas joms ldan da kyi zhabs gnyis la mgo bod phyag tshal te phyogs gcig tu dug go 
BO_K12_D0741=D1006_H0686:110b-2	de nas bcom ldan 'das kyis dpal chen mo la gzigs nas spyan ras gzigs dbang phyug la 'di skad ces bka' stsal to //	110b	de nas joms ldan da kyis dpal chen mo la gzigs nas spyan ras gzigs dbang phyug la di skad ces bka stsal to 
BO_K12_D0741=D1006_H0686:110b-3	spyan ras gzigs dbang phyug /	110b	spyan ras gzigs dbang phyug 
BO_K12_D0741=D1006_H0686:110b-4	dge slong ngam /	110b	dge slong ngam 
BO_K12_D0741=D1006_H0686:110b-5	dge slong ma'am /	110b	dge slong ma 
BO_K12_D0741=D1006_H0686:110b-6	dge bsnyen nam /	110b	dge snyen nam 
BO_K12_D0741=D1006_H0686:110b-7	dge bsnyen ma'am /	110b	dge snyen ma 
BO_K12_D0741=D1006_H0686:110b-8	sems can gang su yang rung bas dpal chen mo 'di'i ming bcu gnyis shes te 'chang ba dang / klog pa dang / sgrub par byed pa dang / brjod par byed na /	110b	sems can gang su yang rung ba dpal chen mo di ming chu gnyis shes te chang ba dang klog ba dang sgrub ba byed ba dang rjod ba byed na 
BO_K12_D0741=D1006_H0686:110b-9	de dbul po spangs nas phyug po chen por 'gyur ro //	110b	de bul po spong nas phyug po chen por gyur ro 
BO_K12_D0741=D1006_H0686:110b-10	de nas 'byung po'i tshogs thams cad kyis kyang de bzhin du gyur cig ces smras so //	110b	de nas byung po tshogs thams cad kyis kyang de bzhin du gyur cig ces smras so 
BO_K12_D0741=D1006_H0686:110b-11	dpal lha mo chen mo'i ming bcu gnyis 'di lta ste /	110b	dpal lha mo chen mo ming chu gnyis di lta ste 
BO_K12_D0741=D1006_H0686:110b-12	bkra shis ma /	110b	bkra shis ma 
BO_K12_D0741=D1006_H0686:110b-13	dpal ldan ma /	110b	dpal ldan ma 
BO_K12_D0741=D1006_H0686:110b-14	padma'i phreng thogs ma /	110b	padma phreng thogs ma 
BO_K12_D0741=D1006_H0686:110b-15	nor bdag ma /	110b	nor bdag ma 
BO_K12_D0741=D1006_H0686:110b-16	dkar sham ma /	110b	dkar sham ma 
BO_K12_D0741=D1006_H0686:110b-17	grags chen ma; padma spyan mnga' ma /	110b	grags chen ma; padma spyan mnga ma 
BO_K12_D0741=D1006_H0686:110b-18	'od chen ma /	110b	d chen ma 
BO_K12_D0741=D1006_H0686:110b-19	byed pa mo /	110b	byed ba mo 
BO_K12_D0741=D1006_H0686:110b-20	zas sbyin ma /	110b	zas sbyin ma 
