segmentnr	original	folio	stemmed
BO_K12_D0713=D1044_H0570:327b-0	@327b dkon mchog gsum la phyag 'tshal lo //	327b	dkon(d) mchog gsum la phyag tshal lo 
BO_K12_D0713=D1044_H0570:327b-1	byang chub sems dpa' sems dpa' chen po snying rje chen po dang ldan pa 'phags pa spyan ras gzigs dbang phyug la phyag 'tshal lo //	327b	byang chub sems dpa sems dpa chen po snying rje chen po dang ldan ba phag ba spyan ras gzigs dbang phyug la phyag tshal lo 
BO_K12_D0713=D1044_H0570:327b-2	b'i re b'i re /	327b	b re b re 
BO_K12_D0713=D1044_H0570:327b-3	ma h'a te dze te dza ma ti dh'a ra n'i /	327b	ma ha te dze te dza ma ti dha ra n 
BO_K12_D0713=D1044_H0570:327b-4	shru ta dh'a ra ni; dza yanti bi dza yanti ma ti dh'a ra n'i sv'ah'a /	327b	shru ta dha ra ni; dza yanti bi dza yanti ma ti dha ra n svaha 
BO_K12_D0713=D1044_H0570:328a-0	sman bra ma hi zho gnyis zhib tu btags te 'o ma'i nang du bskol la sngags 'di lan nyi shu rtsa gcig bzlas te zhag bdun gyi bar du @328a *//	328a	sman bra ma hi zho gnyis zhib tu dogs te mang ma nang du skol la sngags di lan nyi shu rtsa gcig bzlas te zhag bdun gyi ba du 
BO_K12_D0713=D1044_H0570:328a-1	'thungs na / gdon mi za bar thos pa 'dzin par 'gyur ro //	328a	thung na don mi za ba thos ba dzin ba gyur ro 
BO_K12_D0713=D1044_H0570:328a-2	sangs rgyas kyis gsungs pa'am /	328a	sangs rgya kyis gsungs ba 
BO_K12_D0713=D1044_H0570:328a-3	bstan bcos kyang rung ste /	328a	ston chos kyang rung ste 
BO_K12_D0713=D1044_H0570:328a-4	thos pa nyin zhag gcig la shloo ka stong lobs par 'gyur ro //	328a	thos ba nyin zhag gcig la shloo ka stong lobs ba gyur ro 
BO_K12_D0713=D1044_H0570:328a-5	shloo ka stong lobs pa'i gzungs rdzogs so ////	328a	shloo ka stong lobs ba gzungs rdzogs so 
