segmentnr	original	folio	stemmed
BO_K12_D0538=D1068_H0574:328b-0	@328b rgya gar skad du /	328b	rgya gar skad du 
BO_K12_D0538=D1068_H0574:328b-1	p'u dza me gha n'a ma dh'a ra ni; bod skad du /	328b	pu dza me gha na ma dha ra ni; bod skad du 
BO_K12_D0538=D1068_H0574:328b-2	mchod pa'i sprin ces bya ba'i gzungs /	328b	mchod ba sprin ces byed ba gzungs 
BO_K12_D0538=D1068_H0574:328b-3	dkon mchog gsum la phyag 'tshal lo //	328b	dkon(d) mchog gsum la phyag tshal lo 
BO_K12_D0538=D1068_H0574:328b-4	na mo ratna tra y'a ya /	328b	na mo ratna tra ya ya 
BO_K12_D0538=D1068_H0574:328b-5	na mo bha ga wa te /	328b	na mo bha ga wa te 
BO_K12_D0538=D1068_H0574:328b-6	badzra s'a ra pra marda ne /	328b	badzra sa ra pra marda ne 
BO_K12_D0538=D1068_H0574:328b-7	ta th'a ga t'a ya; aarha te samyaksam buddha ya /	328b	ta tha ga ta ya; aarha te samyaksam buddha ya 
BO_K12_D0538=D1068_H0574:328b-8	tadya th'a / aom badzre badzre /	328b	tadya tha aom badzre badzre 
BO_K12_D0538=D1068_H0574:328b-9	ma h'a badzre /	328b	ma ha badzre 
BO_K12_D0538=D1068_H0574:328b-10	ma h'a te dza badzra /	328b	ma ha te dza badzra 
BO_K12_D0538=D1068_H0574:328b-11	ma h'a bidya sv'ah'a /	328b	ma ha bidya svaha 
BO_K12_D0538=D1068_H0574:328b-12	ma h'a bo dhi tsitta badzre /	328b	ma ha bo dhi tsitta badzre 
BO_K12_D0538=D1068_H0574:328b-13	ma h'a bo dhi mando pa sam kra ma na badzre /	328b	ma ha bo dhi mando ba sam kra ma na badzre 
BO_K12_D0538=D1068_H0574:329a-0	sarba karma a'a ba ra na bi @329a *//	329a	sarba karma aa ba ra na bi 
BO_K12_D0538=D1068_H0574:329a-1	shodha na badzre sv'ah'a /	329a	shodha na badzre svaha 
BO_K12_D0538=D1068_H0574:329a-2	gzungs sngags 'di'i cho ga ni /	329a	gzungs sngags di cho ga ni 
BO_K12_D0538=D1068_H0574:329a-3	'di yin te /	329a	di yin te 
BO_K12_D0538=D1068_H0574:329a-4	dran pa tsam gyi mod la phyogs bcu dag na bzhugs pa'i sangs rgyas gang+g'a'i klung gi bye ma'i rdul phra rab snyed la mchod pa byas par 'gyur zhing zhabs la phyag byas bar 'gyur ro //	329a	dran ba tsam gyi mod la phyogs chu dag na bzhugs ba sangs rgya gang+ga klung gi bye ma rdul phra rab snyed la mchod ba byed ba gyur zhing zhabs la phyag byed ba gyur ro 
BO_K12_D0538=D1068_H0574:329a-5	me tog dang / bdug pa dang / spos dang / me tog phreng dang / byug pa dang / phye ma dang / chos gos dang / gdugs dang / rgyal mtshan dang / bdan thams cad dang / gdan dang / gdang ba dang / na bza' dang /	329a	me tog dang bdug ba dang spros dang me tog phreng dang byug ba dang byed ma dang chos gos dang gdugs dang rgyal mtshan dang bdan thams cad dang gdan dang gdang ba dang na bza dang 
BO_K12_D0538=D1068_H0574:329a-6	spyan gzigs dang / bshos gtsang la sogs pa dang / rgyan dang / lhab lhub thams cad kyis mchod par 'gyur ro //	329a	spyan gzigs dang bshos gtsang la sogs ba dang rgyan dang lhab lhub thams cad kyis mchod ba gyur ro 
BO_K12_D0538=D1068_H0574:329a-7	sdig pa thams cad dang bral bar 'gyur zhing /	329a	sdig ba thams cad dang bral ba gyur zhing 
BO_K12_D0538=D1068_H0574:329a-8	dge ba'i rtsa ba thams cad dang ldan par 'gyur ro //	329a	dge ba rtsa ba thams cad dang ldan ba gyur ro 
BO_K12_D0538=D1068_H0574:329a-9	sangs rgyas dang byang chub sems dpa' thams cad mthong bas yang dag par dbugs 'byin par 'gyur ro //	329a	sangs rgya dang byang chub sems dpa thams cad mthong ba yang dag ba dbugs byin ba gyur ro 
BO_K12_D0538=D1068_H0574:329a-10	lha dang / klu dang / gnod sbyin dang / dri za dang / lha ma yin dang / nam mkha' lding dang / mi 'am ci dang / lto 'phye chen po thams cad dang / lag na rdo rje la sogs pa gsang ba ba'i bdag po dang bcas pa rnams dang /	329a	lha dang klu dang gnod sbyin dang dri za dang lha ma yin dang nam mkha lding dang mi mang ci dang lto phye chen po thams cad dang lag na rdo rje la sogs ba gsang ba ba bdag po dang cha ba rnams dang 
BO_K12_D0538=D1068_H0574:329a-11	rgyal po chen po bzhi rnams phyi bzhin yang dag par 'brang zhing srung ba dang / skyob ba dang / sbed par byed do //	329a	rgyal po chen po bzhi rnams phyi bzhin yang dag ba brang zhing srung ba dang skyob ba dang sbed ba byed do 
BO_K12_D0538=D1068_H0574:329a-12	'di nas shi 'phos nas 'jig rten gyi khams bde ba can du skye bar 'gyur te /	329a	di nas chi pho nas jig rten gyi khams bde ba can du skye ba gyur te 
BO_K12_D0538=D1068_H0574:329b-0	yon tan gyi @329b khyad par 'di dag ni /	329b	yon tan gyi khyad ba di dag ni 
BO_K12_D0538=D1068_H0574:329b-1	ma bsgrubs par lan gcig dran pa tsam gyis thob par 'gyur ro //	329b	ma sgrub ba lan gcig dran ba tsam gyis thob ba gyur ro 
BO_K12_D0538=D1068_H0574:329b-2	mchod pa'i sbrin ces bya ba'i gzungs rdzogs so ////	329b	mchod ba sbrin ces byed ba gzungs rdzogs so 
