segmentnr	original	folio	stemmed
BO_K12_D0793=D1029_H0736:133b-0	@133b dkon mchog gsum la phyag 'tshal lo //	133b	dkon(d) mchog gsum la phyag tshal lo 
BO_K12_D0793=D1029_H0736:134a-0	bcom ldan 'das @134a *//	134a	joms ldan da 
BO_K12_D0793=D1029_H0736:134a-1	de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas tshes grangs dang / rgyu skar dang / yud tsam gyi rgyal po la phyag 'tshal lo //	134a	de bzhin gshegs ba dgra joms ba yang dag ba rdzogs ba sangs rgya tshes grangs dang rgyu skar dang yud tsam gyi rgyal po la phyag tshal lo 
BO_K12_D0793=D1029_H0736:134a-2	tadya th'a / naksha tre /	134a	tadya tha naksha tre 
BO_K12_D0793=D1029_H0736:134a-3	sarba ti th'i m'urte /	134a	sarba ti th murte 
BO_K12_D0793=D1029_H0736:134a-4	na sha tra ni /	134a	na sha tra ni 
BO_K12_D0793=D1029_H0736:134a-5	me sa mi ta dha ni /	134a	me sa mi ta dha ni 
BO_K12_D0793=D1029_H0736:134a-6	ba bhandu sv'a h'a /	134a	ba bhandu sva ha 
BO_K12_D0793=D1029_H0736:134a-7	de'i cho ga ni phyogs gang du 'gro 'dod kyang rung ste des lan bdun brjod nas song na don thams cad 'grub par 'gyur ro //	134a	de cho ga ni phyogs gang du gro dod kyang rung ste des lan bdun rjod nas gro na don thams cad grub ba gyur ro 
BO_K12_D0793=D1029_H0736:134a-8	don thams cad 'grub pa'i gzungs rdzogs so ////	134a	don thams cad grub ba gzungs rdzogs so 
