segmentnr	original	folio	stemmed
BO_K12_D0579=D0935_H0750:136b-0	@136b pha rol tu phyin pa drug gi snying po'i gzungs /	136b	pha rol tu phyin ba drug gi snying po gzungs 
BO_K12_D0579=D0935_H0750:136b-1	'phags pa yum shes rab kyi pha rol tu phyin pa la phyag 'tshal lo //	136b	phag ba yum shes rab kyi pha rol tu phyin ba la phyag tshal lo 
BO_K12_D0579=D0935_H0750:136b-2	sangs rgyas la phyag 'tshal lo //	136b	sangs rgya la phyag tshal lo 
BO_K12_D0579=D0935_H0750:136b-3	chos la phyag 'tshal lo //	136b	chos la phyag tshal lo 
BO_K12_D0579=D0935_H0750:136b-4	dge 'dun la phyag 'tshal lo //	136b	dge dun la phyag tshal lo 
BO_K12_D0579=D0935_H0750:136b-5	na mo dharma k'a ya /	136b	na mo dharma ka ya 
BO_K12_D0579=D0935_H0750:136b-6	sa bho k'a ya /	136b	sa bho ka ya 
BO_K12_D0579=D0935_H0750:136b-7	nir m'a na k'a ya /	136b	nir ma na ka ya 
BO_K12_D0579=D0935_H0750:136b-8	tadya th'a / d'a na p'a ra mi t'a /	136b	tadya tha da na pa ra mi ta 
BO_K12_D0579=D0935_H0750:136b-9	sh'i la p'a ra mi t'a /	136b	sh la pa ra mi ta 
BO_K12_D0579=D0935_H0750:136b-10	ksh'antam p'a ra mi t'a /	136b	kshantam pa ra mi ta 
BO_K12_D0579=D0935_H0750:136b-11	b'irya p'a ra mi t'a /	136b	brya pa ra mi ta 
BO_K12_D0579=D0935_H0750:136b-12	dhy'a na p'a ra mi t'a /	136b	dhya na pa ra mi ta 
BO_K12_D0579=D0935_H0750:136b-13	pradzny'a pa ra mi t'a /	136b	pradznya ba ra mi ta 
BO_K12_D0579=D0935_H0750:136b-14	sarba dharma sh'un+ya t'a sv'ah'a /	136b	sarba dharma shun+ya ta svaha 
BO_K12_D0579=D0935_H0750:136b-15	'di bzung bas pha rol tu phyin pa drug gzung bar 'gyur ro //	136b	di bzung ba pha rol tu phyin ba drug gzung ba gyur ro 
BO_K12_D0579=D0935_H0750:136b-16	stong pa nyid yid la byas par 'gyur ro //	136b	stong ba nyid yid la byed ba gyur ro 
BO_K12_D0579=D0935_H0750:136b-17	rtag tu bzlas brjod byas na chos thams cad kyi mdo dang / rgyas pa shes par 'gyur ro //	136b	rtag tu bzlas rjod byed na chos thams cad kyi mdo dang rgya ba shes ba gyur ro 
BO_K12_D0579=D0935_H0750:136b-18	mtshams med pa lnga byang bar 'gyur ro //	136b	mtshams med ba lnga byang ba gyur ro 
BO_K12_D0579=D0935_H0750:137a-0	ltas ngan pa thams @137a *//	137a	ltas ngan ba thams 
BO_K12_D0579=D0935_H0750:137a-1	cad kyang bzlog go /	137a	cad kyang bzlog go 
BO_K12_D0579=D0935_H0750:137a-2	pha rol tu phyin pa drug gi snying po rdzogs so ////	137a	pha rol tu phyin ba drug gi snying po rdzogs so 
