segmentnr	original	folio	stemmed
BO_K12_D0578=D0934_H0749:136b-0	@136b 'phags pa shes rab kyi pha rol tu phyin pa brgyad stong pa'i gzungs /	136b	phag ba shes rab kyi pha rol tu phyin ba brgyad stong ba gzungs 
BO_K12_D0578=D0934_H0749:136b-1	bcom ldan 'das ma yum shes rab kyi pha rol tu phyin pa la phyag 'tshal lo; ;tadya th'a /	136b	joms ldan da ma yum shes rab kyi pha rol tu phyin ba la phyag tshal lo; ;tadya tha 
BO_K12_D0578=D0934_H0749:136b-2	aom hri: shru ti smri ti bi dza ye sv'ah'a /	136b	aom hri: shru ti smri ti bi dza ye svaha 
BO_K12_D0578=D0934_H0749:136b-3	pra dzny'a p'a ra mi t'a yee /	136b	pra dznya pa ra mi ta yee 
BO_K12_D0578=D0934_H0749:136b-4	sarba durga ti shva dha ya /	136b	sarba durga ti shva dha ya 
BO_K12_D0578=D0934_H0749:136b-5	r'a dz'a ya sv'ah'a /	136b	ra dza ya svaha 
BO_K12_D0578=D0934_H0749:136b-6	'di gzung bas shes rab kyi pha rol tu phyin pa brgyad stong pa gzung bar 'gyur ro //	136b	di gzung ba shes rab kyi pha rol tu phyin ba brgyad stong ba gzung ba gyur ro 
BO_K12_D0578=D0934_H0749:136b-7	ltas ngan pa sna tshogs kyang bzlog go /	136b	ltas ngan ba sna tshogs kyang bzlog go 
BO_K12_D0578=D0934_H0749:136b-8	las kyi sgrib pa dang / ngan song thams cad rnam par sbyong bar 'gyur ro //	136b	las kyi sgrib ba dang ngan gro thams cad rnam ba sbyong ba gyur ro 
BO_K12_D0578=D0934_H0749:136b-9	'phags pa shes rab kyi pha rol tu phyin pa brgyad stong pa'i gzungs rdzogs so ////	136b	phag ba shes rab kyi pha rol tu phyin ba brgyad stong ba gzungs rdzogs so 
