segmentnr	original	folio	stemmed
BO_K09_D0044-2_H0094-2:250b-17	pha dang / ma'am /	250b	pha dang ma 
BO_K09_D0044-2_H0094-2:250b-18	dge 'dun dkon mchog gam /	250b	dge dun dkon(d) mchog gam 
BO_K09_D0044-2_H0094-2:251a-0	sangs rgyas @251a *//	251a	sangs rgya 
BO_K09_D0044-2_H0094-2:251a-1	thams cad kyi bstan pa'am /	251a	thams cad kyi ston ba 
BO_K09_D0044-2_H0094-2:251a-2	sbyin pa'i gnas kyi gang zag sna tshogs sam /	251a	sbyin ba gnas kyi gang zag sna tshogs sam 
BO_K09_D0044-2_H0094-2:251a-3	slob dpon dang / bla ma dang / byang chub kyi theg pa grub pa'am /	251a	slob dpon dang bla ma dang byang chub kyi theg ba grub ba 
BO_K09_D0044-2_H0094-2:251a-4	de la zhugs pa dag gam /	251a	de la jug ba dag gam 
BO_K09_D0044-2_H0094-2:251a-5	phongs pa dang / bkren pa slong ba dang len pa dag la 'bul ba dang / yongs su gtong ba dang / sbyin par byed pa'i tshe dge ba'i rtsa ba de dag 'di ltar yongs su bsngo ste; sems can thams cad sangs rgyas thams cad kyi g-yogs pa rab tu thob ste dge ba'i rtsa bas yang dag par yog par gyur cig /	251a	phong ba dang bkren ba slong ba dang len ba dag la bul ba dang yongs su gtong ba dang sbyin ba byed ba tshe dge ba rtsa ba de dag di ltar yongs su sngo ste; sems can thams cad sangs rgya thams cad kyi g-yogs ba rab tu thob ste dge ba rtsa ba yang dag ba yog ba gyur cig 
BO_K09_D0044-2_H0094-2:251a-6	sems can thams cad nyon mongs pa dang nye ba'i nyon mongs pa thams cad las yongs su 'das te yon tan dang ye shes kyis mngon par bkab par gyur cig /	251a	sems can thams cad nyon mongs ba dang nye ba nyon mongs ba thams cad las yongs su da te yon tan dang ye shes kyis mngon ba gebs ba gyur cig 
BO_K09_D0044-2_H0094-2:251a-7	sems can thams cad 'jig rten gyi sdus dang / mun pa dang / yongs su gdung ba thams cad las rnam par 'das te lus shin tu bkab par gyur cig /	251a	sems can thams cad jig rten gyi thu dang mun ba dang yongs su gdung ba thams cad las rnam ba da te lus shin tu gebs ba gyur cig 
