segmentnr	original	analyzed	translated
['BO_T02_D3697:329a-0']	@329a # // rgya gar skad du /	@329a # // rgya gar skad du /	In Sanskrit:
['BO_T02_D3697:329a-1']	sva ra svat'i s'a dha nam /	sva ra svat'i s'a dha nam /	Svarasvatisādhana
['BO_T02_D3697:329a-2']	bod skad du /	bod skad du /	In Tibetan:
['BO_T02_D3697:329a-3']	dbyangs can ma'i sgrub thabs /	dbyangs can ma'i sgrub thabs /	The Means of Accomplishing Sarasvatī
['BO_T02_D3697:329a-4']	lha mo dbyangs can ma la phyag 'tshal lo //	lha mo dbyangs can ma la phyag 'tshal lo //	Homage to the goddess Sarasvatī.
['BO_T02_D3697:329a-5']	rang gi snying ga'i srog gi 'od zer gyis //	rang gi snying ga'i srog gi 'od zer gyis //	With light rays from the life [at one's heart],
['BO_T02_D3697:329a-6']	dbyangs can ma yi 'khor lo mdun du dgug / me tog bdug pa mar me byug pas mchod //	dbyangs can ma yi 'khor lo mdun du dgug / me tog bdug pa mar me byug pas mchod //	one invites the wheel of Sarasvatī in front, and makes offerings with flowers, incense, lamps, and perfume.🔽The wind of engagement enters the life channel at the heart,
['BO_T02_D3697:329a-7']	'jug pa'i rlung gis snying gi srog rtsar gzhug / dbus su hr'im gis rnam brgyan zla bas lte bar rnam par mdzes //	'jug pa'i rlung gis snying gi srog rtsar gzhug / dbus su hr'im gis rnam brgyan zla bas lte bar rnam par mdzes //	adorned in the center with a hriṃ, beautified with a moon in the center.
['BO_T02_D3697:329a-8']	mchog tu dkar zhing 'od gsal sgron me lta bu'i chas //	mchog tu dkar zhing 'od gsal sgron me lta bu'i chas //	Supremely white, radiant like a lamp,
['BO_T02_D3697:329a-9']	nyi ma'i zer gyis ze'u 'bru'i mtshams nas shin tu rgyas pa yi //	nyi ma'i zer gyis ze'u 'bru'i mtshams nas shin tu rgyas pa yi //	with the light of the sun, very full at the base of the pistils,
['BO_T02_D3697:329a-10']	dri med 'jam zhing dkar ba'i 'dab ma re rer gnyis gnyis gnas //	dri med 'jam zhing dkar ba'i 'dab ma re rer gnyis gnyis gnas //	stainless, smooth, and white, with two petals each,
['BO_T02_D3697:329a-11']	'od zer dkar po 'phro bas snying gi mun pa rnam par sel ba'o //	'od zer dkar po 'phro bas snying gi mun pa rnam par sel ba'o //	emitting white light rays, dispelling the darkness of the heart.
['BO_T02_D3697:329a-12']	sngon du rig pa 'bum phrag gcig / nyi khri lnga stong bsnyen pa byas //	sngon du rig pa 'bum phrag gcig / nyi khri lnga stong bsnyen pa byas //	Previously, one should perform the approach of one hundred thousand [recitations] of the awareness mantra, twenty-five thousand [recitations].
['BO_T02_D3697:329a-13']	de nas rtsod pa smra ba na //	de nas rtsod pa smra ba na //	Then, when speaking in debate,
['BO_T02_D3697:329a-14']	'khor lo lce la rnam par dgod //	'khor lo lce la rnam par dgod //	one should arrange the wheel on the tongue.
['BO_T02_D3697:329a-15']	bsgrub bya'i dpral bar 'khor lo mchog / bkod nas dbang du byed par bshad //	bsgrub bya'i dpral bar 'khor lo mchog / bkod nas dbang du byed par bshad //	Having arranged the supreme wheel on the forehead of the one to be accomplished, it is explained to bring under one's control.
['BO_T02_D3697:329a-16']	dbyangs can ma'i sgrub thabs bram ze phur bus mdzad pa rdzogs so//	dbyangs can ma'i sgrub thabs bram ze phur bus mdzad pa rdzogs so//	The sādhana of Sarasvatī composed by the Brahmin Kṣemendra is complete.
