segmentnr	original	analyzed	translated
['BO_T02_D1415:181a-10']	gzugs ni rnam pa bzhi ru gnas //	gzugs ni rnam pa bzhi ru gnas //	Form exists in four aspects.
['BO_T02_D1415:181a-11']	zhes bya ba dang 'brel to //	zhes bya ba dang 'brel to //	This is the connection.
['BO_T02_D1415:181a-12']	gang zhe na /	gang zhe na /	What are they?
['BO_T02_D1415:181a-13']	sa dang me dang chu dang rlung gi zhes bya ba smos te /	sa dang me dang chu dang rlung gi zhes bya ba smos te /	He says, “earth, fire, water, and wind.”
['BO_T02_D1415:181a-14']	'di sa ni 'di'i rang byung zhes bya ba la sogs pa'i 'brel pa bstan pa yin te /	'di sa ni 'di'i rang byung zhes bya ba la sogs pa'i 'brel pa bstan pa yin te /	This is the teaching of the connection, “earth is its self-arisen,” and so on.
['BO_T02_D1415:181a-15']	'di ni zhes bya ba ni mngon sum gyi tshig ste /	'di ni zhes bya ba ni mngon sum gyi tshig ste /	“This” is a direct statement.
['BO_T02_D1415:181a-16', 'BO_T02_D1415:181a-17']	bcom ldan 'das bde ba chen po rang rig pa'i ye shes so //🔽rang byung zhes bya ba ni 'byung ba chen po'i rjes su dpag pa'i rang bzhin gyi phyir ro zhes bya ba ni de ltar gyur pa'i bde ba chen po ye shes su 'byung ba rnams ji ltar 'dus par 'tshal bar bgyi zhes bya ba'i 'dri ba thugs la	bcom ldan 'das bde ba chen po rang rig pa'i ye shes so // rang byung zhes bya ba ni 'byung ba chen po'i rjes su dpag pa'i rang bzhin gyi phyir ro zhes bya ba ni de ltar gyur pa'i bde ba chen po ye shes su 'byung ba rnams ji ltar 'dus par 'tshal bar bgyi zhes bya ba'i 'dri ba thugs la	The Bhagavān is the great bliss of self-knowing awareness.🔽“Self-arisen” is because of the nature of the inference of the great elements.
['BO_T02_D1415:181a-18']	bzhag nas lan ston pa yin no //	bzhag nas lan ston pa yin no //	Thus, having placed in his mind the question, “How should one understand the assembly of the great bliss that arises as gnosis?” he teaches the answer.
['BO_T02_D1415:181a-19']	gal te 'byung ba rnams rang rig pa'i ngo bo nyid ma yin no //	gal te 'byung ba rnams rang rig pa'i ngo bo nyid ma yin no //	If the elements are not of the nature of self-knowing awareness,
['BO_T02_D1415:181a-20']	ji ltar nyams su myong bar 'gyur te /	ji ltar nyams su myong bar 'gyur te /	how can they be experienced?
['BO_T02_D1415:181a-21']	nam mkha' lta bu'i ye shes las //	nam mkha' lta bu'i ye shes las //	From the space-like gnosis,
['BO_T02_D1415:181a-22']	ji ltar skyo ba snang bar 'gyur //	ji ltar skyo ba snang bar 'gyur //	How can there be any appearance of weariness?
['BO_T02_D1415:181a-23']	zhes bya ba'i don 'di ni rjes su dpag pa yin no //	zhes bya ba'i don 'di ni rjes su dpag pa yin no //	The meaning of this is inferred.
['BO_T02_D1415:181a-24']	nyon mongs pa la sogs pa'i bdud 'joms pa zhes bya ba ni nyon mongs pa la sogs pa'i bdud kyi dri ma rnams glo bur ba yin zhing //	nyon mongs pa la sogs pa'i bdud 'joms pa zhes bya ba ni nyon mongs pa la sogs pa'i bdud kyi dri ma rnams glo bur ba yin zhing //	The destruction of the demon of the afflictions, etc. means that the stains of the demon of the afflictions, etc. are adventitious,
['BO_T02_D1415:181a-25']	gzhan gyi dbang du gyur pas rang gi de kho na nyid goms pas 'od gsal ba'i rnam par yongs su gyur pas so //	gzhan gyi dbang du gyur pas rang gi de kho na nyid goms pas 'od gsal ba'i rnam par yongs su gyur pas so //	and that by the cultivation of one's own reality, they are transformed into the clear light, since they are dependent on another.
['BO_T02_D1415:181a-26']	de nyid kyi phyir rang 'byung ngo //	de nyid kyi phyir rang 'byung ngo //	For that very reason, it is self-arisen.
['BO_T02_D1415:181a-27']	lha nyid yin zhing zhes bya ba la sogs pa la lha nyid ces bya ba ni /	lha nyid yin zhing zhes bya ba la sogs pa la lha nyid ces bya ba ni /	As for it is deity, etc.
['BO_T02_D1415:181a-28']	lus la gnas pa'i phyir ro //	lus la gnas pa'i phyir ro //	it is deity because it abides in the body.
['BO_T02_D1415:181a-29']	lhag ma nyid ces bya ba don lhag par 'dzin pa ste /	lhag ma nyid ces bya ba don lhag par 'dzin pa ste /	As for it is the remainder, etc.
['BO_T02_D1415:181a-30']	khams thams cad sdud cing 'dzin pa'am gsal bar byed pas na don lhag ma 'dzin pa'o //	khams thams cad sdud cing 'dzin pa'am gsal bar byed pas na don lhag ma 'dzin pa'o //	it is the remainder because it gathers and holds all the elements, or because it makes them clear.
['BO_T02_D1415:181a-31']	lhag ma ci zhig yin zhe na /	lhag ma ci zhig yin zhe na /	What is the remainder?
