segmentnr	original	analyzed	translated
['BO_K12_D0705=D0900_D0706_H0668:28b-0']	@28b rgya gar skad du /	@28b rgya gar skad du /	In Sanskrit:
['BO_K12_D0705=D0900_D0706_H0668:29a-0']	@29a *// a'arya'a ba lo ki te shva ra sya n'a ma aashta sha ta kam//	@29a *// a'arya'a ba lo ki te shva ra sya n'a ma aashta sha ta kam//	Ārya-avalokiteśvarasya nāma-aṣṭaśataka
['BO_K12_D0705=D0900_D0706_H0668:29a-1']	bod skad du /	bod skad du /	In Tibetan:
['BO_K12_D0705=D0900_D0706_H0668:29a-2']	'phags pa spyan ras gzigs dbang phyug mtshan brgya rtsa brgyad pa /	'phags pa spyan ras gzigs dbang phyug mtshan brgya rtsa brgyad pa /	The 108 Names of Noble Avalokiteśvara
['BO_K12_D0705=D0900_D0706_H0668:29a-3']	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	Homage to all the Buddhas and Bodhisattvas!
['BO_K12_D0705=D0900_D0706_H0668:29a-4']	'di skad bdag gis thos pa dus gcig na /	'di skad bdag gis thos pa dus gcig na /	Thus have I heard at one time:
['BO_K12_D0705=D0900_D0706_H0668:29a-5']	bcom ldan 'das 'phags pa spyan ras gzigs dbang phyug gi pho brang ri po ta la'i rtse mo na me tog dri zhim po sna tshogs kyis brgyan pa /	bcom ldan 'das 'phags pa spyan ras gzigs dbang phyug gi pho brang ri po ta la'i rtse mo na me tog dri zhim po sna tshogs kyis brgyan pa /	The Blessed One was dwelling on the peak of Mount Potala, the palace of Noble Avalokiteśvara, adorned with various fragrant flowers,
['BO_K12_D0705=D0900_D0706_H0668:29a-6']	dzambu n'a da'i gser gyi kha dog dang 'dra ba /	dzambu n'a da'i gser gyi kha dog dang 'dra ba /	having the color of Jambu River gold,
['BO_K12_D0705=D0900_D0706_H0668:29a-7']	rin po che sna tshogs kun tu 'bar ba'i sa phyogs na bzhugs te /	rin po che sna tshogs kun tu 'bar ba'i sa phyogs na bzhugs te /	in a place where various jewels were blazing.
['BO_K12_D0705=D0900_D0706_H0668:29a-8']	lha dang / klu dang / gnod sbyin dang / dri za dang / lha ma yin dang / nam mkha' lding dang / mi'am ci dang / lto 'phye chen po dang / brgya byin dang / tshangs pa dang / 'jig rten skyong ba dang / mi dang /	lha dang / klu dang / gnod sbyin dang / dri za dang / lha ma yin dang / nam mkha' lding dang / mi'am ci dang / lto 'phye chen po dang / brgya byin dang / tshangs pa dang / 'jig rten skyong ba dang / mi dang /	devas, nāgas, yakṣas, gandharvas, asuras, garuḍas, kinnaras, mahoragas, Śakra, Brahmā, Lokapāla, humans,
