segmentnr	original	analyzed	translated
['BO_T02_D2262:25a-0']	@25a # // rgya gar skad du /	@25a # // rgya gar skad du /	In Sanskrit:
['BO_T02_D2262:25a-1']	shr'i tattva siddhi /	shr'i tattva siddhi /	Śrī-tattvasiddhi
['BO_T02_D2262:25a-2']	bod skad du /	bod skad du /	In Tibetan:
['BO_T02_D2262:25a-3']	dpal de kho na nyid grub pa /	dpal de kho na nyid grub pa /	The glorious accomplishment of reality
['BO_T02_D2262:25a-4']	dpal rdo rje sems dpa' la phyag 'tshal lo //	dpal rdo rje sems dpa' la phyag 'tshal lo //	Homage to glorious Vajrasattva.
['BO_T02_D2262:25a-5']	sangs rgyas byang chub rdo rje ni //	sangs rgyas byang chub rdo rje ni //	The vajra of the enlightenment of the buddhas
['BO_T02_D2262:25a-6']	tshe 'dis 'grub kyi gzhan du min //	tshe 'dis 'grub kyi gzhan du min //	Is accomplished in this life, not otherwise.
['BO_T02_D2262:25a-7']	lus dang ngag yid legs gnas pas //	lus dang ngag yid legs gnas pas //	Without the excellent abiding of body, speech, and mind,
['BO_T02_D2262:25a-8']	med par 'grub par mi 'gyur ro //	med par 'grub par mi 'gyur ro //	It will not be accomplished.
['BO_T02_D2262:25a-9']	'dod pa'i longs spyod rgyun mi 'chad //	'dod pa'i longs spyod rgyun mi 'chad //	Without the uninterrupted enjoyment of desire,
['BO_T02_D2262:25a-10']	med na de yang 'grub mi 'gyur //	med na de yang 'grub mi 'gyur //	It will not be accomplished.
['BO_T02_D2262:25a-11']	de yang ji ltar 'dod pa bsten //	de yang ji ltar 'dod pa bsten //	And that should be relied upon as desired.
['BO_T02_D2262:25a-12']	gnyis med ye shes dag pa las //	gnyis med ye shes dag pa las //	From the pure nondual gnosis,
['BO_T02_D2262:25a-13']	de ltar min na log par ltung //	de ltar min na log par ltung //	Otherwise, one will fall into error.
['BO_T02_D2262:25a-14', 'BO_T02_D2262:25a-15']	de nas sdug bsngal brgyud par 'byung //🔽de phyir sngags kyis byin brlabs pa'i //	de nas sdug bsngal brgyud par 'byung // de phyir sngags kyis byin brlabs pa'i //	Then, a series of suffering will arise.🔽Therefore, the wise one should practice purity
