segmentnr	original	analyzed	translated
['BO_T02_D3259:16b-0']	@16b # // rgya gar skad du /	@16b # // rgya gar skad du /	In Sanskrit:
['BO_T02_D3259:16b-1']	aa pa r'a dzi t'a s'a dha nam /	aa pa r'a dzi t'a s'a dha nam /	Aparajitāsādhana
['BO_T02_D3259:16b-2']	bod skad du /	bod skad du /	In Tibetan:
['BO_T02_D3259:16b-3']	gzhan gyis mi thub ma'i sgrub thabs /	gzhan gyis mi thub ma'i sgrub thabs /	The Means of Achievement of Aparajita
['BO_T02_D3259:16b-4']	gzhan gyis mi thub ma ni sku mdog ser mo zhal gcig phyag gnyis ma ste /	gzhan gyis mi thub ma ni sku mdog ser mo zhal gcig phyag gnyis ma ste /	Aparajita is yellow, with one face and two arms.
['BO_T02_D3259:16b-5', 'BO_T02_D3259:17a-0']	rin po che sna tshogs kyis nye bar mdzes par gyur pa'i tshogs bdag legs par mnan pa phyag g-yas pa ni thal mo gdengs pa'i stangs mdzad pa /🔽phyag g-yon pa ni zhags pa bsnams @17a * //	rin po che sna tshogs kyis nye bar mdzes par gyur pa'i tshogs bdag legs par mnan pa phyag g-yas pa ni thal mo gdengs pa'i stangs mdzad pa / phyag g-yon pa ni zhags pa bsnams @17a * //	She stands on Ganesha, who is adorned with various jewels. With her right hand she makes the gesture of the open palm.
['BO_T02_D3259:17a-1']	pa'i sdigs mdzub thugs ka na gnas pa'o //	pa'i sdigs mdzub thugs ka na gnas pa'o //	In her left hand she holds a noose and a threatening forefinger at her heart.
['BO_T02_D3259:17a-2']	shin tu 'jigs par mdzad pa /	shin tu 'jigs par mdzad pa /	She is very frightening.
['BO_T02_D3259:17a-3']	gdug pa'i zhal mche ba rnam par gtsigs pa /	gdug pa'i zhal mche ba rnam par gtsigs pa /	She has a wrathful face with bared fangs.
['BO_T02_D3259:17a-4']	bdud rnams ma lus pa nges par rlag par mdzad pa /	bdud rnams ma lus pa nges par rlag par mdzad pa /	She is the one who definitely destroys all demons.
['BO_T02_D3259:17a-5']	tshangs pa la sogs pa dang drag cing ma bgrungs pa'i lha 'khor dang bcas pa rnams la cher mtho ba'i gdugs btag pa'o //	tshangs pa la sogs pa dang drag cing ma bgrungs pa'i lha 'khor dang bcas pa rnams la cher mtho ba'i gdugs btag pa'o //	She is the one who raises a parasol of great loftiness for Brahma and so forth, and for the wrathful and evil gods and their retinues.
['BO_T02_D3259:17a-6']	gzhan gyis mi thub ma'i sgrub thabs aa bha ya las dge slong tshul khrims rgyal mtshan gyis bsgyur ba'o//	gzhan gyis mi thub ma'i sgrub thabs aa bha ya las dge slong tshul khrims rgyal mtshan gyis bsgyur ba'o//	The Sadhana of Aparajita was translated by Bhiksu Shila-shri-jnanamitra.
